userName,score,content,thumbsUpCount,at,replyContent,reviewId
Kétrin Souza,5,"Amei 🤩 O app tem várias rotinas mas vc pode criar as suas e adicionar, tmb tem alarme avisando as tarefas , dá pra programar e reprogramar as tarefas e ainda permite q vc adicione suas próprias fotos. Meu filho está empolgado e seguindo sua rotina sem eu precisar falar com ele. E é realmente gratuito. Estão de parabéns assim q eu puder vou adquirir a versão pro",35,2021-05-14 12:22:31,"Ficamos muito felizes em saber que você e seu filho estão aproveitando o app e suas funcionalidades! Agradecemos o feedback positivo e a intenção de adquirir a versão Pro. Continuaremos trabalhando para oferecer a melhor experiência possível. Se tiver sugestões ou dúvidas, estamos à disposição!",3c5af9a8-3e39-41d8-bc16-481716f4a613
ENZO GABRIEL Rodrigues da silva,5,Abri,0,2021-05-10 07:18:18,,ecd4b974-3fbf-4137-9442-c8aa13d5196b
patricia zangarini,5,Muito bom!!,0,2021-05-09 04:27:59,,581a463b-908e-452d-a323-2b53a86f3a0d
Jarlene Ferreira,1,Não entendi como se usa esse aplicativo,1,2021-04-30 23:45:11,,e3abbe49-71ab-4e45-9d6f-25865e2de891
marcia silva,5,"Amei, prático e auxilia no dia a dia",0,2021-04-29 20:38:25,,aa22be31-aba0-42dc-840f-0196d0134435
ANA KARINA CARDOSO,5,Muito intuitivo e minha filha está super animada com a rotina e o ganho das estrelinhas!,12,2021-04-23 04:36:58,Que bom ouvir isso! É gratificante saber que o aplicativo está ajudando sua filha a se animar com sua rotina e que o sistema de estrelinhas está sendo motivador para ela. Continuaremos trabalhando para proporcionar uma experiência ainda melhor. Muito obrigado pelo feedback! 😊🌟👧🏻,7b02963f-3f69-48e7-abb1-90776b357bac
Juh,2,"App muito ruim! Dps que vc salva a rotina não tem como adicionar mais coisas, fui tentar e não consegui mais! Péssimo!",9,2021-04-20 20:36:27,"Ola Juh tudo bem? Para adicionar mais tarefas na rotina vá no admin, gerenciar rotinas, selecione o dia da semana, tem o botão + adicionar tarefa. Basta preencher dos dados da tarefa e ela será adicionada. Qualquer dúvida nos envie um e-mail que iremos te ajudar. Obrigado",d4b92d32-2f6e-4909-8b5c-2e8c991dc402
Juliano dill,2,Só menino tem autismo? Pq os pecs só tem para meninos,0,2021-04-19 11:35:46,Olá Juliano tudo bem?  É possível cadastrar novos cartões personalizados no admin e escolher a imagem que desejar. O motivo de ter apenas meninos foi que o pacote de imagens que compramos tinha apenas estes de exemplo no app. Os PECS que já vem cadastrado é mais para exemplo o ideal é criar cartões com fotos dos objetos que a criança tem contato.,be0eefa1-ae5b-4bd1-b9f8-0f2d0c8111e5
MageBruyser,5,Gosto muito do aplicativo ele avisa a hora de fazer as tarefas,0,2021-04-10 19:10:52,,0627906c-bdab-44c6-a25f-18bfef0ad839
Alex Brito,5,Muito bom mesmo. Parabéns ao desenvolvedor!,0,2021-03-31 11:41:28,,56f9c8aa-5664-431f-b930-605b7e15f666
Ana Paula Ribeiro,3,"Eu até tentei usar esse app, mas as notificações não chegam, pra nós alertar do horário . E por esse motivo não usarei esse app.",23,2021-03-29 11:28:09,,2f294584-4c40-4347-8af8-13da8695e10c
*Evelin*,5,Eu amei este app,0,2021-03-26 14:42:51,,c46cc902-4e2f-4714-a755-fccd1216e386
Evellyn & Emilly,5,Tooooooop,0,2021-03-25 02:01:49,,6a7ff246-93ee-48d9-bb3c-c0b9a85c9964
Clayde Selma,5,"GRATIDÃO, amei esse aplicativo, parabéns!",0,2021-03-17 11:49:08,,4293928f-18a5-42d9-ae7f-1f6e9ad5ac7c
Natasha Menezes De Souza,5,Otimo❤,0,2021-03-13 00:25:49,,d2aa4660-9ab8-4fec-b4b6-6a255557b548
Carolina Oliveira,5,Ótimo app,0,2021-03-10 21:16:46,,2c7d9ce4-d734-4556-b84a-7ff41d5985fb
Roberta Pedrosa,5,PERFEITO!!! PARABÉNS!!!❤❤❤ Tenho um filho autista e está me ajudando demais!!! TOP DAS GALÁXIAS 👏,0,2021-03-07 19:09:09,,65547113-eb93-42f8-bcb8-68a026e6cbf6
EL torresmiNHO,4,Eu não tenho nada a dizer sobre esse app:(,0,2021-03-05 12:56:07,,aeb4cad5-6619-4d2a-97cf-34f59a9819a4
Kim Razzano Travassos,4,"Achei legal a ideia do app, mas não é nada legal a ideia das estrelas quando conclui alguma tarefa. Criança fazer algo em prol de recompensas não é saudável",10,2021-03-04 16:45:52,"Olá Kin tudo bem? Obrigado pela avaliação.  Existe uma forma de desativar as recompensas. Vá no admin, configurações e Ativar recompensas de tarefas e desmarque. Assim não irá mais ter a parte de recompensas.",90f286bf-1a3b-46f1-a617-6f9fff7fcdbd
Rayna Lanavaranda,5,Amei,0,2021-02-28 12:45:40,,a2a14a7f-48d3-4470-b481-f904ca978505
Emanuele Nunes de macedo,1,Muito ruim,0,2021-02-21 17:55:05,,b7584d18-b72a-41fc-a8c8-578608003bff
Leticia Lele,3,"Gostaria de saber se o App tem despertador para as tarefas, e a linguagem oral é difícil de entender. Para uma criança que não é verbal e está aprendendo, é legal no seu idioma e uma linguagem sem ruídos, mais clara,.",37,2021-02-18 13:47:28,,644fbc52-c91d-4361-b4db-c107269fce08
ANIA Mets,5,"SUPER AMEI! MEU FILHO ESTÁ SEGUINDO CADA ROTINA BEM CERTINHO. FACILITOU MINHA VIDA,PQ ANTES TUNHA QUE FAKAR VÁRIAS VESES PRA ELE FAZER ALGO TÃO SIMPLES COMO ESCOVAR OS DENTES. MAIS AGORA ELE OLHA A HORA DA ROTINA E VAI E FAZ E RESGATA A ESTRELINGA COMO RECOMOENSA! SUPER RECOMENDO. MINHA FILHA DE 11 ANOS TAMBÉM ESTÁ SE SAINDO MUITO BEM COM A ROTINA DELA. GRATIDÃO AOS ENVOLVIDOS 👏👏👏👏👏",0,2021-02-04 01:00:33,,b4426bd1-569b-4356-b073-9e1673b30d21
QueL Taróloga,5,"Ajudou a mim e meus filhos a manter uma rotina fácil, saudável e prática. Sem complicações!",0,2021-02-03 02:45:01,"Ficamos muito felizes em saber que nosso aplicativo tem sido útil para você e seus filhos, ajudando a manter uma rotina fácil, saudável e prática. Agradecemos o seu feedback e continuaremos trabalhando para proporcionar a melhor experiência possível. Se tiver sugestões ou dúvidas, estamos à disposição para ajudar!",2ba3da8a-8519-425c-8621-28e68e136579
Alexandre Agra,1,Lixo! 👎🏿👎🏿👎🏿,0,2021-02-02 15:44:14,,f9f035dd-c248-4278-9b3c-787ca8ddf88a
Ariadne Assis,5,Muito bom! Me ajuda bastante com a rotina do me filho,0,2021-01-29 14:09:45,,d35a6fba-ebfa-4384-b072-fdb302732c01
Maryane Medeiros,5,Muito bom vale a pena instalar,0,2021-01-25 19:40:16,,e6dd37d2-ca6e-4be9-aeee-337e830db2ba
Veridiana Rodrigues,1,O app é em ingles não da pra intender nada melhorem,0,2021-01-24 11:48:59,,d9bf7f96-4e29-476c-9b99-7888f207fe1d
KAMILLE HERINGER,1,Nao gosteu,0,2021-01-22 14:05:38,,8733e0b5-d4c1-4429-be6a-1af2908d94b1
Giovana Alecrim,5,Amei😍,0,2021-01-22 03:28:53,,5087dcff-264f-4008-9677-542c0f572da3
Ingrid Naiara,5,"Muito bom, super ajudou, tava precisando msm disso",0,2021-01-21 15:04:28,,6cf49a13-2607-4bc9-b96d-1db07348308c
Ysabel Oros,5,Gostei muito.,0,2021-01-12 17:00:34,,27e5e224-bb7c-4667-b3ec-23f76c43ab50
jose sivanildo joca junior,4,"Bastante intuitivo, de fácil compreensão estou gostando!",9,2021-01-07 22:49:56,,04d8a33e-e8a1-4b75-9d56-5e1250f6a8d1
Walter Carneiro de Melo,5,"Estou usando com minha filha de 10 e meu filho de 5, há 1 mês inteiro. É excelente! Ajuda muito na criação de hábito.",2,2021-01-07 22:11:36,"Ficamos muito felizes em saber que o aplicativo está auxiliando na criação de hábitos para seus filhos. É essencial estabelecer rotinas desde cedo, e é gratificante saber que estamos contribuindo de alguma forma. Agradecemos por compartilhar sua experiência e desejamos que continue tendo sucesso na jornada de organização com seus filhos! 😊",8b18b98e-431d-43c0-99b3-d4e136489394
Um usuário do Google,5,Excelente! Parabéns!,0,2021-01-04 23:26:51,,9147a131-e11f-4906-bc9a-d602892e96aa
Elaine Lopes de Oliveira Vieira,5,Amei! Minha filha ficou mais organizada e mais pontual.,0,2021-01-03 01:01:30,,f667d7d7-55d2-49d9-8c32-b4a134c50794
Erika Souza,5,Amei...e muiti bom pra ensentivar as crianças nas tarefas..,0,2020-12-31 12:49:31,,f7427cce-3448-4c81-a0c4-926881911c35
H00D,5,Muito bom este app. E com um objetivo muito importante: ajudar mães de autistas. Mas não serve apenas para crianças autistas. Ele é bom para criar hábitos em todas as crianças.😍,40,2020-12-30 10:54:56,"Ficamos muito felizes em saber que você considera nosso aplicativo útil e versátil, ajudando não apenas crianças autistas, mas todas as crianças na formação de hábitos. Agradecemos seu feedback positivo e continuaremos trabalhando para oferecer a melhor experiência possível aos usuários. Se tiver sugestões ou dúvidas, estamos à disposição! 😊",a81587d9-7f51-473e-b58c-9d6f19dd6ab0
francica Crislainne,5,Amei muito bom,0,2020-12-24 05:17:50,,243d8ae7-177e-4b1b-90e9-0db86a454140
Amauri Fernandes,5,"Muito bom, estimula a criança a fazer as tarefas.",0,2020-12-22 10:53:48,"Ficamos felizes em saber que o aplicativo está estimulando a criança a realizar as tarefas. Essa é uma das metas principais do nosso app! Se tiver mais comentários ou sugestões, estamos sempre disponíveis para ouvir. Obrigado pelo seu feedback positivo!",daa5a42e-87da-4359-ae23-dc59aaba71df
Adalia de Lima Praxedes,5,bom o app e bom bom bom bom bom bom 💗e minha filha usa desde que ela tinha 3 anos e agora ela tem 16 e ajuda em tudo ficol mais educada então eu daria 1000 estrelas mais como só tem como dar 10 eu vo completa me respondam por favor ok vc são muito bos por pensar nos filhos dos outros e ó quem falar mal deste app não sabe oque dis ou é gaga techal mas vol tentar colocar meu adotado nesse aplicativos,1,2020-12-21 04:20:22,"Ficamos muito felizes em saber que nosso aplicativo tem sido útil para sua filha ao longo dos anos e contribuiu positivamente para seu desenvolvimento e educação. Agradecemos imensamente o seu feedback. Se decidir incluir seu filho adotado no uso do aplicativo, esperamos que também seja uma experiência positiva. Obrigado por nos apoiar!",98a8c20c-305c-47b8-a9fc-9483d99d5815
"Fá, Eva Gabi e Cacá Gourmet",5,Oi amei o aplicaticvo n tenho finhos mas intalei pq presisava arrumar o orario da minha aula 1 30ate 3 20,0,2020-12-15 21:30:59,,24b0b602-8e15-4899-b492-3cb0e6940aac
solange lima,5,Otimo,0,2020-12-11 04:35:57,,5d007518-eecb-417f-aaca-d9c836e4eff8
Pâmela Di Paglia,5,Legal!! Tá dando certo aqui com as crianças,0,2020-12-03 13:28:23,,9ffc80b9-3ff5-409c-8d80-e362c6edad5f
Lays Ferreira,4,O App é bom,0,2020-11-27 21:38:27,,2a14f286-6cd2-4975-b5ce-9dc8e4ae30ab
Lucas Calvo,5,Oi!!O app é ótimo só que eu n to conseguindo botar que eu ja fiz a tarefa,0,2020-11-25 13:28:15,,9538b0d1-eddc-4413-9abd-090a373ae88f
Jaqueline Franca,5,Eu amei esse App ajuda muito a grande,0,2020-11-12 23:33:52,,52ca207c-552a-4083-8c3a-ee76f9d89fdd
Mariana Scarante Borba,5,Muito bom!,0,2020-11-12 19:22:11,,ea460587-14ad-4ac4-ac45-76c59c225ff5
Scarlet Costa,5,Muito legal e interativo... A criança fica feliz em alcançar a meta!,0,2020-11-05 00:28:49,"Ficamos felizes em saber que você acha o aplicativo legal e interativo! É ótimo ver as crianças felizes ao alcançar suas metas. Continue incentivando e aproveitando a jornada de conquistas. Se tiver mais comentários ou sugestões, não hesite em compartilhá-los. Obrigado pelo seu feedback positivo!",cc38009c-37a0-407a-9c90-894ec2f36135
Letícia,3,"A proposta do app é muito interessante, mas me irrita muito que não consigo travar a tela, ela sempre gira para a horizontal quando movimento o celular e isso acontece somente nesse app. Também queria poder desfazer depois de marcar uma tarefa como feita ou não feita, às vezes marco sem querer e não tem como mudar, além de não poder marcar as tarefas de dias anteriores.",62,2020-11-02 05:41:51,,8b63ff70-9963-4613-a9a7-c2a6dd5332dd
Keiliane Eduardo Costa da Silva,5,Excelente app. Ajuda bastante nas tarefas diárias.,0,2020-10-31 14:33:56,"Obrigado pelo elogio! Estamos felizes em saber que você acha o aplicativo excelente e que ele está sendo útil nas tarefas diárias. Se tiver mais alguma observação ou sugestão, não hesite em compartilhar. Aproveite ao máximo o app!",7584109a-c467-4aca-b3c8-27faf547350e
Naila Bove Miranda,5,Adorei! Estou aplicando com a família toda! É divertido e estimula as crianças,0,2020-10-29 10:48:48,Ficamos felizes em saber que você adorou a aplicação e que está sendo aplicada com toda a família. É ótimo ouvir que o aplicativo é divertido e estimulante para as crianças. Esperamos que ele continue sendo uma ferramenta útil para a sua família. Muito obrigado pelo feedback positivo!,e65c9c7f-51da-4481-88b4-30ae23446132
Patricio Campanha,5,Excelente!,0,2020-10-29 00:59:47,,6e7642e6-2bfe-45d4-a7f6-67a41af09cbd
Gabriel Santiago,5,App feito com um lindo propósito e é extremamente funcional!,4,2020-10-28 23:49:42,,01cd6386-a861-4c85-9c33-43f860761b0d
Laryssa Sammea,2,Achei que ele deveria tocar como um alarme ..nao apenas apitar!!,0,2020-10-28 03:22:47,"Olá Laryssa, tudo bem? Optamos por usar uma notificação simples porquê um dependente pode ter muitas tarefas no dia e poderia incomodar tocar muitos alarmes. Mas vamos avaliar a possibilidade de incluir também essa opção para o futuro. Obrigado",90fdfa35-a283-4090-9408-3f478415226e
tatiane oliveira,5,Muito bom,0,2020-10-27 17:44:47,,e2471839-7c99-4e85-b587-1c3d8babfac5
patricia Tavares,5,Tem-me ajudado imenso com o meu filhote. Obrigada,0,2020-10-26 09:40:00,,106a62ab-2f60-4898-899e-e742c0ab0086
Keli Souza,5,Muito legal,0,2020-10-25 00:52:01,,e207b630-317c-4cd8-959c-51a9d62e7a54
Joana Torres,5,Excelente,0,2020-10-23 02:03:32,,11577151-4495-4a74-9b3f-5a39d2a386ec
Alle Velasquez,5,Ótimo,0,2020-10-22 20:10:54,,1e4e7fba-1245-4014-8eb0-e1ea0fd88ace
Shirley Ferri De Olivera Marques,5,Ele é bom 😊😊,0,2020-10-20 17:38:29,,7e0e00f5-b22f-467c-aa30-a0d6d79ae33e
Ibrahin Puppin,5,"O Aplicativo em si é bom, mas poderiam adicionar o horário de término da tarefa. Assim você seria notificado 2 vezes. Uma no horário que você escolheu pra começar a tarefa e outra no horário que você escolheu pra terminá-la (Sei que você pode criar uma nova tarefa como se fosse o término da primeira). Outra boa função que poderiam adicionar é a de escolher o som da notificação diferente da notificação padrão que está no celular (você escolher qualquer áudio que quiser).",37,2020-10-19 16:23:48,"Obrigado pelo feedback e sugestões! Ficamos contentes que gostou do app. Vamos considerar a adição do horário de término das tarefas e a personalização dos sons das notificações em futuras atualizações. Suas ideias são importantes para melhorar a experiência dos usuários. Se tiver mais sugestões ou dúvidas, estamos à disposição!",ca2589bf-ca3b-41b6-bd1a-f5bb630135d9
Emanoel Lobomelo,5,Nossa muito bom! Obgd!,0,2020-10-18 02:48:13,,fd268c81-2dfa-4dc6-b599-d28cb3f37726
Giovanna Barbosa,4,Estou gostando muito até eu estou acordando cedo com as crianças legal que dá pra pôr não só minha filha que é PC e TEA como minhas outras filhas tbm estou me organizando com elas muito melhor só acho que deveria um som mais alto como fosse um alarme e ter a opção de escolher o som do Alerta por isso dei 4 estrela mas estou gostando muito,8,2020-10-14 22:38:15,,ce933feb-9974-43c4-80b3-cbad899270ba
Felipe Costa,4,"Ótimo app!!! Intuitivo, fácil utilizar e etc...",1,2020-10-11 16:01:04,,17e43749-bdef-4ac7-aa05-e58ee98269de
Pablo Silva YOY,5,MT bom,0,2020-10-07 22:26:08,,7f06158d-1293-419f-8a75-a884c0a77f1c
clara Pereira,1,SOU DEPENDENTE E NÃO GOSTEI DA ROTINA MATINAU,0,2020-10-06 06:08:55,Olá Carla tudo bem? O Rotina Divertida foi criado para ajudar as pessoas a seguirem uma rotina para alcançar seus objetivos. Você pode criar a sua rotina conforme a sua necessidade. Caso tenha alguma sugestão de melhoria nos avise. Obrigado.,12d9e33d-169d-44e1-ba64-1f23275c47e6
Tiago pereira,3,O aplicativo esta duplicando as tarefas sozinho,0,2020-10-04 02:50:39,Bom dia. Nos envie o e-mail da sua conta no aplicativo para que possamos analisar. Pode enviar para phaneronsoft@gmail.com.,1697c1aa-d245-4f67-b33f-3c256702dbef
Beatriz Silva,5,Ótimo app,0,2020-10-02 15:45:51,,5b95eff3-7c06-496c-be1d-839b237a0b57
Jorge Moura,5,Adorei muito o App até instalei,0,2020-10-02 01:49:35,,801b31a4-ada2-4ed7-a99e-c7c581cfe782
Márcia,5,App prático e que funciona!!! Recomendo,0,2020-10-01 22:58:34,,d60edc0c-b9ba-4a46-9b99-c2dedddddf1c
Luiza Rafaelly,5,E muito bom,0,2020-09-30 17:47:52,,1397fbef-7b1a-4baa-9995-17e3acb2fcbe
San Müller,5,"Excelente, não tenho filhos, eu uso é pra mim mesma. Adorei. Ajuda a seguir uma rotina, ótimo pra quem tem ansiedade, sentir prazer a cada hábito cumprido.",28,2020-09-25 01:33:47,Ficamos contentes em saber que o aplicativo tem sido útil na sua rotina e no controle da ansiedade. Nosso objetivo é ajudar pessoas de todas as idades a organizar suas atividades e aprimorar hábitos. Agradecemos o feedback positivo e continuaremos trabalhando para proporcionar uma ótima experiência.,448a731b-5d6c-4a06-826e-91053f4c178c
Aline Maria,5,"Muito bom inclusive para crianças com autismo que gostam de repetir palavras, e agora que estamos em quarentena está rotina ajudou bastante!",0,2020-09-24 23:49:22,"Ficamos realmente contentes em saber que o aplicativo tem sido útil, especialmente em um momento tão desafiador como a quarentena. A rotina é fundamental para todas as crianças, mas especialmente para crianças com autismo. Obrigado por compartilhar sua experiência conosco! Esperamos continuar ajudando e trazendo benefícios para sua família. 😊",9b5743a5-f506-4cd3-8170-339197b92603
Nicole Masda,2,Achei meio complicado mais é excelente,0,2020-09-22 19:17:18,Olá Nicole tudo bem? Consegue nos dizer onde ficou complicado o uso? Estamos melhorando o aplicativo com a ajuda da comunidade. Sua opinião é muito importante para melhorarmos o aplicativo e ajudar mais famílias com as suas rotinas. Obrigado,9c979f42-0fe7-442c-afbc-cc200ab21da4
Alex Silva,5,KKK. Jogo. Maravilhoso 😍💗,0,2020-09-18 15:07:53,,8981c910-58e5-420b-8e69-958fc5bcadae
Claudia Gomes,4,"O aplicativo é muito bom adorei e os incentivos da estrelinha minha filha tem conseguido cumprir as tarefas ,já havia tentado outros meios e não foi tão eficaz igual este aplicativo , só não estou conseguindo entrar no cadastro pede a digital não consigo acessar a parte do administrador, só consigo a parte do dependente , mais não dá pra alterar as rotinas mais ! Pede pra confirmar o login biométrico pra ascessar o adm mais eu não havia feito a biometria , o que posso fazer pra ter ascesso ?",28,2020-09-18 12:14:30,Olá tudo bem Claudia? Foi publicada uma correção. Caso cancele a autenticação biometrica ele irá mostrar a forma de pergunta. Faça a atualização por favor e me avise se funcionou.,95e6d1c7-44d5-4630-bd89-f0f6d1950803
eloanne figueira,5,"Perfeito, me avisa quando ele não faz ou atrasa, da opção de editar a rotina sem muita dificuldade e já atualiza no celular do meu filho imadiatamente, interface prática além de ser gratuito. Eu recomendo !!!",34,2020-09-16 22:52:47,"Ficamos felizes em saber que você está satisfeito com o app e suas funcionalidades! Agradecemos o feedback positivo e a recomendação. Continuaremos trabalhando para oferecer a melhor experiência possível. Se tiver sugestões ou dúvidas, estamos à disposição!",e2e7dfc2-4146-44a2-9089-e732c0d5b5b7
Bella Mesquita,5,"Ótimo app... Não tenho oq falar mal , porque é um dos melhores na minha lista........................................",0,2020-09-16 12:03:36,,23c92bb4-1cc2-4b35-a237-d610c120c00f
Mayara studies,5,Amei o app muito bom,0,2020-09-10 02:50:07,,8806a38e-659b-4fe5-916b-68331a1526fc
Mari,2,Legal mas não é prático e não dá vontade de entrar vc n entra como uma coisa que dá prazer e normalmente esquece.,0,2020-09-06 11:18:29,Olá Mariana tudo bem? Para te motivar a fazer as tarefas temos um sistema de recompensas usando as estrelas ganhas ao concluir a tarefa. No admin é possível cadastrar a recompensa e a quantidade de estrelas que você precisa coletar para efetuar a troca. As recompensas funcionam como um motivador para não fugir da rotina e alcançar sua meta.,7a85b71c-d0b4-433d-9afc-60cfae34557a
Caroline Peseta,5,"Otimo aplicativo, ajudou muito a estabelecer uma rotina para minha filha",1,2020-09-04 15:02:07,,535d56f2-5b9f-436b-8a2e-213f606604cc
Gabriel Guilherme,5,Muito bom ! Adorei !!!,0,2020-09-03 20:56:48,,4825930c-0f7b-4710-85a8-e1e30342555a
Janille LINS,4,Muito boa a rotina as crianças ficam empolgadas para ganhar os pontos. Único ponto negativo são as propagandas pra quem não é assinante.,5,2020-09-02 14:29:35,Olá Janile tudo bem? Que bom que gostou do app. Motivo de ter as propagandas são para custear o servidor e desenvolvimento  infelizmente não encontramos outra alternativa para manter o projeto ativo.,32c771eb-0337-4d0f-a0c1-fe5f80d837d1
Nayane Martins,5,Gostei muito.,0,2020-09-01 17:49:02,,e191f59b-3b55-4831-9b5d-1775a390ec7b
bea,4,Bem legal,0,2020-08-30 13:04:08,,b248f973-d1f8-448d-912d-53ce15885e78
Maria Peres,5,Muito anuncio,0,2020-08-29 15:01:50,,41cb9d33-13e6-4ec6-872c-9d20819bbe91
Juliane Cordeiro,5,Nenhum que abaixei era igua,0,2020-08-25 21:34:42,,a02b898e-68b4-42ce-88f0-41d667ca38ba
Duda Lena,5,Ótimo,0,2020-08-25 02:02:55,,1dc0c92e-13ea-4d0f-8a0e-3ef229d507e4
Larissa Thomaschwsky da Silva,3,Ec lllllllll,0,2020-08-23 14:26:28,,f2d6506a-80f2-4fb3-b059-1a9f26f5f30b
Fernanda Da Silveira Silveira,5,Gostei muito,0,2020-08-23 03:33:29,,7a7ecebf-4a34-4b4f-aff6-53a192e4ea44
Genilza Souza Cabral Verdan,5,"Muito bom, atende as expectativas dos usuarios",0,2020-08-20 16:15:21,,632e1647-c731-46ce-88c4-d5d14480dc9f
Débora Santos,5,Amando esse app está tudo hiper organizado e e meu filho está amando comemora cada estrela que ganha vejo que o incentivou muito ♥️,4,2020-08-20 15:56:08,"Ficamos extremamente felizes em saber que você está amando o aplicativo e que seu filho está adorando e se sentindo incentivado a cada estrela conquistada. Essa é a recompensa perfeita para nós, saber que estamos ajudando a tornar a rotina mais organizada e agradável. Se tiverem mais feedback ou sugestões, estamos aqui para ouvir!",85663347-14ff-4367-80db-583fecbbdbeb
Mayzinha Silva,3,"Gostei do App, mais só consegui cadastrar um dependente.",0,2020-08-18 02:09:17,Olá tudo bem? Tente abrir o app novamente vá  no menu Admin depois toque no botão dependentes. Vai ter no rodapé um botão criar novo dependente. Se tiver dúvida nos envie um e-mail. Obrigado.,7f7aa577-3709-460b-9f27-b84c2b522c60
Larissa Trindade,5,Muito bom,0,2020-08-15 21:43:09,,da938038-34a8-452e-96da-ed93c60b3919
Ligia de Titânio,5,Maravilha de aplicativo. Ajuda meu filho a aprender a obedecer,0,2020-08-15 14:35:23,,07b8fdbe-4cfd-4fb4-af6b-f23911239905
Days Stefany,5,Estou adorando!,0,2020-08-13 13:17:53,,612811c2-7fe9-4f72-8dad-4a98e700b239
Geane da Silva Oliveira,5,Bom,0,2020-08-11 12:36:44,,27648e6b-9f0a-4c61-b7bf-57a9a38ee0f6
Licia Rodrigues,5,Bom.,0,2020-08-09 14:24:47,,1857e440-0d81-4a23-b926-73c3b341a394
Jovem Milionário,5,Otimo app é simples de montar a rotina e tem varias ferramentas legais.,1,2020-08-09 02:02:16,Ficamos felizes em saber que você achou o aplicativo ótimo e fácil de montar rotinas. Trabalhamos para fornecer uma variedade de ferramentas úteis. Obrigado pelo seu feedback positivo e aproveite todas as funcionalidades do app!,e3b6e49d-ee15-4e88-8858-fc8631abbd8f
Fabiana Oliveira,5,Ótimo,0,2020-08-06 13:37:34,,58ac210d-a393-4d33-8406-a97ef07b53a4
Daiani Santos,1,Ruim e-mail,0,2020-08-06 00:08:32,,d824829e-0dc0-4cf8-bb9e-4f5d4a10d3e4
LUCIANA ESPINDULA,4,"Muito legal, estava mesmo procurando um app que me ajudasse a recompensar minha filha. Ele é super fácil",4,2020-08-05 01:36:30,,79fd99cd-5b89-4fa0-a4e5-cb7f5214b91d
Emerson Paulo,5,Aplicativo de fácil interação e personalização! Recomendo.,12,2020-08-03 23:09:46,Muito obrigado pelo feedback positivo! Ficamos contentes em saber que você encontrou facilidade na interação e personalização do aplicativo. Agradeço a recomendação e esperamos continuar atendendo às suas expectativas. Aproveite! 😊🌟📱,45201409-a1a0-47b1-9683-31b77b7acd3f
Wendyllaneee Vitoria,4,Oi boa tarde eu não entendi muito uma coisa dele porque pede um codigo mais que codigo e esse não entendi muito?!,0,2020-07-31 16:04:16,Olá Vitoria tudo bem? O código de acesso é gerado a partir da conta do responsável para que o dependente acesse a rotina criada. Por exemplo eu crio a rotina da minha filha usando meu celular e ela no tablet dela faz o acesso como dependente usando o código de acesso que eu gerei. Desta forma você consegue gerenciar todos os seus dependentes.,17b23201-4401-4745-8552-77b6d9a315be
Pedro Games,3,O ruim é que o alerta não acontece e isso desorganiza td,2,2020-07-27 15:27:00,,59e4a8a4-f3b7-4f0c-9d2c-44b6ea1eb702
Yasmin Marossi Elias,5,"Muito bom, parabéns",0,2020-07-22 18:43:30,,b553718d-c194-4b1b-8244-837a5e6845f7
Viviane Oliveira,4,Até agora uma boa experiência! 3 dias de uso.,0,2020-07-22 18:11:59,,80157906-cd72-4701-9d01-85f1a8f37b5f
Isabella Calixto Viana,1,Péssimo!!,0,2020-07-22 03:23:13,Olá Isabela tudo bem? Pode nos contar mais detalhes do que aconteceu para a baixa avaliação? Estamos trabalhando para ajudar famílias a organizarem suas rotinas. Sua ajuda é muito importante para que a gente possa melhorar e ajudar mais famílias. Obrigado.,b42f0fb6-19f1-41b5-9b02-3a3f5e32111b
Gung Doca,5,Que app perfeito. Obrigada,0,2020-07-22 01:55:18,,66dc7a3e-b9d7-4ec3-ac3d-db55ea87e1db
Elenice Santos,5,"App excelente! Eu mesma uso, pois tenho dificuldade em organizar rotina e sofro muito com a ansiedade, está me ajudando muito!",8,2020-07-22 00:23:06,"Ficamos felizes em saber que o aplicativo Rotina Divertida está ajudando você a se organizar e lidar com a ansiedade. Nosso objetivo é proporcionar uma experiência fácil e prática para ajudar no dia a dia. Se tiver sugestões ou dúvidas, estamos à disposição. Obrigado pelo seu feedback!",7473496f-97f4-4733-96c0-3c9ab95ec833
Maria Furnas,5,Amei 💕❤,0,2020-07-20 16:27:35,,ef915384-3ed2-4f40-9048-74a60176ed09
Alcenira Monteiro,5,Ele é um aplicativo muito bom 😎,0,2020-07-20 16:11:29,,7fcae9a3-039b-412b-a290-8dba0f31c385
Elaine Nunes Nogueira,5,Meus filhos estão fazendo as atividades com animação e sem reclamar. Estou amando!,1,2020-07-17 17:33:50,Olá Lainy tudo bem? Ficamos muito felizes em saber que estamos auxiliando com as atividades dos seus filhos. Muito obrigado pela avaliação ela ajuda muito na divulgação  do nosso trabalho.,b7d56851-ff35-41b3-a722-4c6e974dca2f
juju pandinha,5,Muito legal,0,2020-07-17 00:29:13,Muito obrigado pela avaliação ela ajuda muito na divulgação do nosso trabalho.,ba572dc1-1f6f-4ce9-96e6-45cc2e6aa2e1
Vivane Ribeiro Fernandes,1,Não consegui criar uma conta. Diz que o email já está cadastrado,0,2020-07-16 21:25:54,Boa tarde Vivane. Enviar um e-mail para phaneronsoft@gmail.com com qual e-mail está tentando se cadastrar para que possamos analisar. Obrigado,6f85632a-686b-4150-af21-7f49f85494a9
